loss,accuracy,lr
2.281435966491699,0.4059397876262665,0.001
2.1902928352355957,0.41716697812080383,0.001
2.174556016921997,0.42223021388053894,0.001
2.16154146194458,0.4274335503578186,0.001
2.142796039581299,0.4275336265563965,0.001
2.134540557861328,0.4340978264808655,0.001
2.1212098598480225,0.4360390603542328,0.001
2.1109790802001953,0.43741995096206665,0.001
2.103135585784912,0.4403618276119232,0.001
2.094255208969116,0.4416826665401459,0.001
2.056351661682129,0.4481468200683594,0.00090483745
2.018454074859619,0.4564321041107178,0.0008187308
1.984951138496399,0.46099504828453064,0.0007408183
1.937881350517273,0.46946045756340027,0.0006703201
